Customer Name,SurveyID for external use (e.g. tech support),Club's Name,Social Media Source,Creation Date,Comment,Overall Score
**,5jr1d0xy0ljyu6ogxofmbvt0,Birmingham Wellness,Instagram,03/24/25 02:05,"Waiting time was minimal, I was seen within 10 minutes of arrival.",1
**,hfchzby3wygbs5tln8igxont,Manchester Health Hub,Google Reviews,06/26/24 11:55,Doctor specialized in cardiology and provided detailed advice for my condition.,4
**,6wd375ak0mb38hudituyccff,Cheshunt Brookfield Shopping Park,Twitter,10/22/25 11:59,"Communication was clear and timely, received all updates via SMS and email.",3
**,ihfgzzwa8nrjesp1o2g0j6rj,New York Clinic,Google Reviews,06/22/25 09:12,"Waiting times were too long, had to wait over an hour past my scheduled time.",5
**,a8edtk5z7w2ah2fk6pr75rfx,New York Clinic,Twitter,07/22/25 06:51,"Treatment quality was exceptional, the doctor explained every step clearly.",5
**,zjqzsl7po1jytu78snsu5r1i,Manchester Health Hub,Google Reviews,08/29/25 07:01,Prices for the consultation were too high compared to other clinics.,4
**,9n5ed2xvjerdjyqtzrws979u,Dallas Care,Instagram,03/26/25 04:28,"Nurse was rude and dismissive, barely answered my questions.",5
**,u20vgrksqc4fw4p9lg0m99rf,Chicago Health Hub,Twitter,10/25/24 23:07,Prices for the consultation were too high compared to other clinics.,4
**,du55fn0c2i37y1p5rca1ys22,Dallas Care,Instagram,10/15/24 14:08,Doctor specialized in cardiology and provided detailed advice for my condition.,4
**,tl5cwr321e3zcm73l9l7ghc5,Los Angeles Center,Instagram,05/03/24 14:02,"Communication was clear and timely, received all updates via SMS and email.",4
**,sxztjqf67abqkiiah4qcee26,Manchester Health Hub,Google Reviews,04/21/24 23:13,"Communication was clear and timely, received all updates via SMS and email.",3
**,3xt81jh8xzijw50fcs2k7pkp,New York Clinic,Google Reviews,12/18/24 06:14,Prices for the consultation were too high compared to other clinics.,4
**,c8wutifdijcmm56z3w633srw,Dallas Care,Twitter,01/21/25 03:55,"Waiting time was minimal, I was seen within 10 minutes of arrival.",1
**,49z1vvuy74ivs43pyj9fywlq,Chicago Health Hub,Twitter,12/10/24 03:40,"Waiting times were too long, had to wait over an hour past my scheduled time.",4
**,49517uah0jq6wz3lm80ogur9,New York Clinic,Twitter,09/11/24 03:23,Nurse was extremely friendly and made me feel comfortable during the procedure.,1
**,34bdajo79i7re3sonmycn1r5,Manchester Health Hub,Facebook,09/17/24 00:33,Doctor specialized in cardiology and provided detailed advice for my condition.,5
**,5il3krsmxijf8fm4e2z082mr,Los Angeles Center,Google Reviews,03/19/25 12:03,"Waiting time was minimal, I was seen within 10 minutes of arrival.",3
**,vnd6sf6dizdfe9lh2gjxjc6s,Liverpool Care Center,Google Reviews,09/06/25 10:09,Nurse was extremely friendly and made me feel comfortable during the procedure.,5
**,kcb3uoydouykpbhtjnezzdnc,London Holborn,Facebook,03/27/25 06:01,"Waiting time was minimal, I was seen within 10 minutes of arrival.",5
**,qo7lagyqxfm0orfncuel7565,Leeds City Centre North,Facebook,10/03/25 06:54,"Communication was clear and timely, received all updates via SMS and email.",5
**,wwdw0d3aap3rupqost96xfnb,Birmingham Wellness,Facebook,01/27/25 03:25,"Parking was a nightmare, spent 30 minutes looking for a spot before my appointment.",3
**,zwz6mtm6q33swwpx5d6y40vg,London Holborn,Google Reviews,08/31/25 14:23,"Nurse was rude and dismissive, barely answered my questions.",4
**,azvln8nthp3v8kduwsu2txjf,Birmingham Wellness,Instagram,12/24/24 16:53,Nurse was extremely friendly and made me feel comfortable during the procedure.,1
**,dpd7sw9nvq8caty8j4iim28p,Miami Wellness,Facebook,09/07/24 15:20,"Parking was a nightmare, spent 30 minutes looking for a spot before my appointment.",3
**,h92dj69b35hfdurzib6n6ax4,Birmingham Wellness,Instagram,08/19/25 20:34,"Hospital cleanliness was impressive, everything looked spotless and sanitized.",3
**,83zxg2shgi2uzzqgt47abl98,New York Clinic,Twitter,06/03/24 15:43,"Communication was clear and timely, received all updates via SMS and email.",1
**,h9cx3a5dzv5592omag44xxiw,Cambridge Leisure Park,Twitter,03/24/25 04:42,"Communication was clear and timely, received all updates via SMS and email.",5
**,ggwal3idzh0e2owc3697b3eq,Miami Wellness,Facebook,01/07/25 19:06,"Hospital cleanliness was impressive, everything looked spotless and sanitized.",3
**,j7d691ohbn5o7g6wiqj4t4i9,Birmingham Wellness,Twitter,06/04/24 15:11,Doctor specialized in cardiology and provided detailed advice for my condition.,2
**,jcbao563rlzbms1xezyvyuii,New York Clinic,Instagram,07/16/25 08:34,"Parking was a nightmare, spent 30 minutes looking for a spot before my appointment.",2
**,scpap1u3vfh6jgjectv01v16,New York Clinic,Instagram,04/04/25 12:22,Nurse was extremely friendly and made me feel comfortable during the procedure.,1
**,5jdcj1er0yinep7czrb4jwyf,Cambridge Leisure Park,Google Reviews,09/27/25 01:20,"Communication was clear and timely, received all updates via SMS and email.",3
**,8ver07mkluz4o5ada4w6okcv,New York Clinic,Facebook,05/25/25 03:02,"Waiting time was minimal, I was seen within 10 minutes of arrival.",2
**,o3xrfzsxzmmbv6bspntlibt0,Birmingham Wellness,Facebook,09/09/25 10:15,"Waiting time was minimal, I was seen within 10 minutes of arrival.",5
**,etpncalkolkovqamn08euwhj,Chicago Health Hub,Google Reviews,03/09/24 12:12,"Waiting time was minimal, I was seen within 10 minutes of arrival.",1
**,0abpl81eahzqe2xj3rpr3cmi,Manchester Health Hub,Facebook,05/17/24 17:08,"Nurse was rude and dismissive, barely answered my questions.",5
**,hnkyk3iyhps9b8q4fcmos4xj,New York Clinic,Instagram,06/13/24 14:40,Nurse was extremely friendly and made me feel comfortable during the procedure.,2
**,8v2n27u72sevtevw6rw5vg3z,Los Angeles Center,Facebook,03/07/24 19:13,"Waiting time was minimal, I was seen within 10 minutes of arrival.",4
**,ed7mywooaahi6uj5wrgawhjz,Liverpool Care Center,Facebook,07/18/24 19:48,"Parking was a nightmare, spent 30 minutes looking for a spot before my appointment.",5
**,jpehlfc5ivo9gduq9uvh0qrx,London Holborn,Google Reviews,05/31/24 13:36,"Waiting times were too long, had to wait over an hour past my scheduled time.",1
**,odmvjekj1u8766h9bxqiwjwo,Los Angeles Center,Facebook,01/03/25 14:15,"Waiting time was minimal, I was seen within 10 minutes of arrival.",5
**,nwtv2x07dztd53rnu6b8gqq0,Cambridge Leisure Park,Facebook,05/29/24 09:59,"Communication was clear and timely, received all updates via SMS and email.",3
**,69irr34jtimq8c05ja9xlwmw,Leeds City Centre North,Instagram,10/20/25 08:27,"Parking was a nightmare, spent 30 minutes looking for a spot before my appointment.",4
**,lm2daic0qdvrxwh82uucq5bb,Chicago Health Hub,Facebook,03/11/24 13:03,"Waiting time was minimal, I was seen within 10 minutes of arrival.",5
**,1njlrbz8dj73piblped16grp,Miami Wellness,Facebook,05/28/24 14:03,"Communication was clear and timely, received all updates via SMS and email.",1
**,1izw38ifxt8m5z97bpybeb7f,Leeds City Centre North,Twitter,02/03/24 23:41,"Nurse was rude and dismissive, barely answered my questions.",5
**,ndah7zhb521qbqetel7jeb7m,Miami Wellness,Google Reviews,10/03/25 20:49,"Waiting times were too long, had to wait over an hour past my scheduled time.",3
**,68a4azibily5f5frsrzsf6aj,New York Clinic,Google Reviews,08/11/25 08:01,Nurse was extremely friendly and made me feel comfortable during the procedure.,5
**,07bpnvtoaa01fe07f1yil3zh,Liverpool Care Center,Twitter,03/13/25 02:53,"Waiting time was minimal, I was seen within 10 minutes of arrival.",1
**,y2vvlejwtrgzcorp4jhf5cr8,Leeds City Centre North,Google Reviews,05/07/25 14:06,"Waiting time was minimal, I was seen within 10 minutes of arrival.",1
**,z4jasgrr2nx7111l5f8taau4,Cambridge Leisure Park,Instagram,01/26/24 15:52,"Waiting time was minimal, I was seen within 10 minutes of arrival.",5
**,lb5nou4s19eb2dxz0ng85th2,Cheshunt Brookfield Shopping Park,Facebook,04/22/24 00:20,Prices for the consultation were too high compared to other clinics.,1
**,aqap3i1ptwvawbdslnsz46pv,Cheshunt Brookfield Shopping Park,Facebook,12/03/24 09:24,Prices for the consultation were too high compared to other clinics.,3
**,bmy5o131n9pw39c71szvyf36,Liverpool Care Center,Twitter,10/02/25 08:46,"Treatment quality was exceptional, the doctor explained every step clearly.",1
**,jsqijn3qqr12cq7homjuwxko,London Holborn,Twitter,04/09/25 09:00,Nurse was extremely friendly and made me feel comfortable during the procedure.,4
**,fkwhdroz77s3ddipm41vzqq5,Dallas Care,Facebook,07/06/25 11:37,Nurse was extremely friendly and made me feel comfortable during the procedure.,2
**,sombgz73cg9o8dg3y3hvsr5n,Birmingham Wellness,Facebook,10/26/24 02:15,Prices for the consultation were too high compared to other clinics.,4
**,5suwbvr44tihgjohqyng87lk,Birmingham Wellness,Instagram,08/09/24 07:36,Nurse was extremely friendly and made me feel comfortable during the procedure.,1
**,6qma2y62i9geh9fvrvuhy8yu,Liverpool Care Center,Instagram,03/01/25 05:55,"Hospital cleanliness was impressive, everything looked spotless and sanitized.",4
**,en39wjpnqrp9ho9sdv28w5ll,London Holborn,Facebook,08/05/25 05:12,"Treatment quality was exceptional, the doctor explained every step clearly.",4
**,1hmghuh216nlbyi093d0yj2s,Liverpool Care Center,Instagram,03/03/25 19:26,"Parking was a nightmare, spent 30 minutes looking for a spot before my appointment.",3
**,nahz3ik4ug7zvdlnmxurbzat,Cheshunt Brookfield Shopping Park,Instagram,04/23/25 02:48,"Waiting time was minimal, I was seen within 10 minutes of arrival.",1
**,hu7kmvl89ungf76x9yiwiw9f,New York Clinic,Facebook,04/18/25 22:09,"Treatment quality was exceptional, the doctor explained every step clearly.",1
**,2a7qgezru295sqe13lbwkodm,Miami Wellness,Google Reviews,08/24/24 20:50,"Parking was a nightmare, spent 30 minutes looking for a spot before my appointment.",1
**,dscezbk0igni2l15r8heuo0b,Cambridge Leisure Park,Instagram,03/31/25 18:04,"Communication was clear and timely, received all updates via SMS and email.",4
**,bq5yr0vh8198aqxwvp8wievy,London Holborn,Facebook,01/04/25 08:22,"Communication was clear and timely, received all updates via SMS and email.",5
**,9so6owtbshhf7cxym1isp860,Miami Wellness,Twitter,05/19/24 23:28,"Parking was a nightmare, spent 30 minutes looking for a spot before my appointment.",5
**,yp49lx7qj4hk86t6286zpi7f,Leeds City Centre North,Twitter,06/15/24 18:45,"Nurse was rude and dismissive, barely answered my questions.",4
**,g7d1p5589vt2973p125yf33g,Miami Wellness,Google Reviews,06/06/25 04:42,"Hospital cleanliness was impressive, everything looked spotless and sanitized.",4
**,sgcd4aep84df8h7abaa0cekk,Cambridge Leisure Park,Instagram,04/25/25 17:20,"Waiting times were too long, had to wait over an hour past my scheduled time.",1
**,qp4zmuqvc6nxpbxzj0b5ntu4,New York Clinic,Facebook,02/06/24 22:42,Doctor specialized in cardiology and provided detailed advice for my condition.,1
**,6l2qfzbg4xnndkvjlk9zlgtg,Cheshunt Brookfield Shopping Park,Google Reviews,08/30/25 19:17,"Nurse was rude and dismissive, barely answered my questions.",5
**,c5wg0ww2c4fvjzl4hxkokztm,Miami Wellness,Facebook,10/16/24 13:59,"Hospital cleanliness was impressive, everything looked spotless and sanitized.",1
**,bnq57qwegqal16bnr7jilj8m,Los Angeles Center,Facebook,10/27/24 23:30,"Parking was a nightmare, spent 30 minutes looking for a spot before my appointment.",5
**,v6cyl4ad2c2bjg3k6d09f6kp,Miami Wellness,Instagram,09/07/24 00:12,"Nurse was rude and dismissive, barely answered my questions.",5
**,na5bk3gueo8yka0uuxpo20rh,Manchester Health Hub,Twitter,04/21/24 16:05,Prices for the consultation were too high compared to other clinics.,4
**,5mysneqs1dszymtjeo16exxt,Miami Wellness,Google Reviews,01/23/24 15:04,"Communication was clear and timely, received all updates via SMS and email.",5
**,syn9hs5v0fl65s3oojwp1ze3,Leeds City Centre North,Facebook,09/08/24 00:44,Prices for the consultation were too high compared to other clinics.,4
**,k099sx5xbxo2zd4rf76a7w1t,Liverpool Care Center,Twitter,11/23/24 21:47,"Hospital cleanliness was impressive, everything looked spotless and sanitized.",2
**,vgl2etyynhzolec99j1w7sec,Liverpool Care Center,Twitter,10/24/24 17:47,Nurse was extremely friendly and made me feel comfortable during the procedure.,1
**,a7p756moncoj568a3syfmnn0,Birmingham Wellness,Instagram,05/11/24 02:27,"Waiting time was minimal, I was seen within 10 minutes of arrival.",1
**,0803w3oxvv68z6orhkjhy1ch,Los Angeles Center,Instagram,01/20/24 18:56,"Parking was a nightmare, spent 30 minutes looking for a spot before my appointment.",1
**,17c9r9uy3mn7ohnqni7udrcf,Los Angeles Center,Google Reviews,10/27/24 19:43,"Parking was a nightmare, spent 30 minutes looking for a spot before my appointment.",5
**,6h4y3mcr6aew1dyzvnhz9tbp,Chicago Health Hub,Instagram,09/12/25 19:11,"Parking was a nightmare, spent 30 minutes looking for a spot before my appointment.",3
**,4lgme9ss749jge60lvl3ug11,Liverpool Care Center,Twitter,05/14/24 20:15,"Communication was clear and timely, received all updates via SMS and email.",4
**,rcd52dqvtgjnibu66eqmvuah,London Holborn,Instagram,04/02/24 06:47,Nurse was extremely friendly and made me feel comfortable during the procedure.,4
**,pp4p5ttp2189ekgvf0h7kc7l,Liverpool Care Center,Twitter,10/27/25 09:54,Nurse was extremely friendly and made me feel comfortable during the procedure.,2
**,xbij5f3bisl88rj9g8ze5ji6,Chicago Health Hub,Facebook,08/26/24 06:44,"Treatment quality was exceptional, the doctor explained every step clearly.",3
**,1waa7gsjfbhtgvblh7lsv97l,New York Clinic,Facebook,06/15/24 05:19,"Treatment quality was exceptional, the doctor explained every step clearly.",5
**,awazxivqq8cqwvxyruessto6,London Holborn,Twitter,01/15/25 03:07,"Waiting times were too long, had to wait over an hour past my scheduled time.",4
**,6a8z3qkdwqm44rbt1qssjg6f,New York Clinic,Google Reviews,12/29/24 05:37,"Nurse was rude and dismissive, barely answered my questions.",3
**,8gnt5s1kdo4nln97yr3pf2vd,Birmingham Wellness,Google Reviews,10/09/24 15:23,"Hospital cleanliness was impressive, everything looked spotless and sanitized.",3
**,eiyuvt04or3l7bahy2tuttji,Los Angeles Center,Twitter,06/18/25 10:54,Nurse was extremely friendly and made me feel comfortable during the procedure.,4
**,6bb2zb7gnus1pu9sjtvqwuc2,New York Clinic,Twitter,03/12/24 23:04,"Waiting time was minimal, I was seen within 10 minutes of arrival.",2
**,3xelh7xl03bqg3ocuiojnerz,Miami Wellness,Instagram,06/10/25 10:32,"Parking was a nightmare, spent 30 minutes looking for a spot before my appointment.",5
**,xo3hq4zmj3j1b6yatohm1jli,New York Clinic,Google Reviews,07/20/25 09:53,"Parking was a nightmare, spent 30 minutes looking for a spot before my appointment.",2
**,ehkugs5fxsdc87ro39l7oeel,Chicago Health Hub,Twitter,04/13/24 00:02,"Waiting time was minimal, I was seen within 10 minutes of arrival.",2
**,23bijy0lflhwsnsdphay3s2t,London Holborn,Instagram,06/01/24 07:11,"Treatment quality was exceptional, the doctor explained every step clearly.",3
**,n28bfuii827si9y2rqybbsje,Birmingham Wellness,Twitter,02/22/25 02:40,Nurse was extremely friendly and made me feel comfortable during the procedure.,4
**,wbnovpsolf08fjb5ktkbr8x2,Dallas Care,Twitter,09/25/25 12:05,Nurse was extremely friendly and made me feel comfortable during the procedure.,2
**,nci3c0kd7avu0idyyzqo050x,New York Clinic,Twitter,06/23/24 17:12,Prices for the consultation were too high compared to other clinics.,2
**,e11nfsoghqjuc4bxnbj7ysxa,Chicago Health Hub,Facebook,12/28/24 17:01,"Waiting times were too long, had to wait over an hour past my scheduled time.",2
**,b33aw2z9pg86t2ita8lxufud,Chicago Health Hub,Google Reviews,08/28/24 09:52,Nurse was extremely friendly and made me feel comfortable during the procedure.,4
**,jse6qw2kfkyxn5zr6wlzl9lm,Leeds City Centre North,Facebook,01/09/25 05:14,"Waiting times were too long, had to wait over an hour past my scheduled time.",3
**,1ps7dy5njb9xfcc14ei1cafk,Birmingham Wellness,Twitter,09/11/24 12:32,Prices for the consultation were too high compared to other clinics.,1
**,840qqyik5hwqrdzi3ezvh4tc,Los Angeles Center,Google Reviews,07/07/24 01:04,"Hospital cleanliness was impressive, everything looked spotless and sanitized.",4
**,8ctm0tb32ypdv1l9p5xwvq8w,Chicago Health Hub,Twitter,10/01/24 06:30,"Waiting time was minimal, I was seen within 10 minutes of arrival.",5
**,iq0w7o92bylbw7ity2eucgrj,Chicago Health Hub,Facebook,11/24/24 19:27,"Hospital cleanliness was impressive, everything looked spotless and sanitized.",5
**,582nnbhf3eufh34n4o3md9mq,Miami Wellness,Twitter,06/11/25 17:15,"Hospital cleanliness was impressive, everything looked spotless and sanitized.",2
**,7d7wmhzwakbhc2udxqph6hfg,Leeds City Centre North,Google Reviews,04/07/24 08:58,Nurse was extremely friendly and made me feel comfortable during the procedure.,1
**,uocb8xawc7nsxg8yxbwkygyl,London Holborn,Instagram,03/10/24 18:14,Doctor specialized in cardiology and provided detailed advice for my condition.,2
**,kdjbwv4hyu50opxvvleuf0mp,Chicago Health Hub,Instagram,06/17/24 03:25,"Waiting times were too long, had to wait over an hour past my scheduled time.",4
**,ayekyy9t4txt3741av6ti3gg,Liverpool Care Center,Google Reviews,03/11/24 15:09,"Waiting time was minimal, I was seen within 10 minutes of arrival.",2
**,fstktv5gcerjon32jvosb75c,Los Angeles Center,Facebook,07/29/24 23:34,"Hospital cleanliness was impressive, everything looked spotless and sanitized.",2
